respondent_id,item_id,position_row,position_col,scroll_rows_visible,response
R018,I123,6,2,6,unseen
R018,I051,7,1,6,unseen
R018,I198,0,0,6,liked
R018,I145,4,1,6,disliked
R018,I085,1,0,6,disliked
R018,I090,9,1,6,unseen
R018,I157,7,3,6,unseen
R018,I060,5,2,6,neutral
R018,I105,0,3,6,disliked
R018,I124,7,2,6,unseen
R018,I200,9,3,6,unseen
R018,I086,8,3,6,unseen
R018,I107,2,3,6,liked
R018,I158,3,0,6,neutral
R018,I054,6,3,6,unseen
R018,I146,9,4,6,unseen
R018,I038,5,3,6,disliked
R018,I115,1,4,6,neutral
R018,I125,5,0,6,neutral
R018,I109,2,1,6,disliked
R018,I163,4,0,6,neutral
R018,I014,7,0,6,unseen
R018,I122,5,1,6,neutral
R018,I098,8,4,6,unseen
R018,I027,0,2,6,disliked
R018,I056,2,2,6,liked
R018,I128,2,0,6,liked
R018,I100,,,6,chosen
R019,I174,0,3,9,disliked
R019,I119,8,0,9,neutral
R019,I071,6,2,9,neutral
R019,I070,4,0,9,neutral
R019,I035,4,4,9,liked
R019,I083,2,4,9,liked
R019,I194,6,1,9,disliked
R019,I125,3,1,9,liked
R019,I041,9,3,9,unseen
R019,I072,0,1,9,neutral
R019,I183,7,1,9,liked
R019,I189,6,3,9,liked
R019,I087,1,4,9,disliked
R019,I110,4,3,9,liked
R019,I005,9,2,9,unseen
R019,I098,8,3,9,disliked
R019,I178,1,0,9,liked
R019,I159,6,0,9,liked
R019,I038,3,0,9,disliked
R019,I160,0,4,9,liked
R019,I080,0,2,9,neutral
R019,I095,5,3,9,neutral
R019,I037,3,3,9,neutral
R019,I033,2,3,9,neutral
R019,I157,8,4,9,liked
R019,I141,9,1,9,unseen
R019,I182,8,1,9,liked
R019,I154,5,1,9,liked
R019,I003,5,2,9,neutral
R019,I163,3,4,9,disliked
R019,I164,5,0,9,neutral
R019,I187,2,2,9,liked
R019,I056,2,0,9,liked
R019,I064,7,0,9,liked
R019,I180,7,4,9,disliked
R019,I068,8,2,9,neutral
R019,I050,4,1,9,liked
R019,I151,4,2,9,neutral
R019,I166,0,0,9,liked
R019,I091,3,2,9,neutral
R019,I077,7,2,9,liked
R019,I196,5,4,9,liked
R019,I081,6,4,9,neutral
R019,I020,7,3,9,liked
R019,I029,9,4,9,unseen
R019,I131,9,0,9,unseen
R019,I128,1,2,9,neutral
R019,I122,1,1,9,neutral
R019,I111,2,1,9,neutral
R019,I156,1,3,9,neutral
R019,I083,,,9,chosen
R020,I082,3,4,7,liked
R020,I164,6,1,7,disliked
R020,I101,8,2,7,unseen
R020,I145,1,4,7,neutral
R020,I081,1,0,7,liked
R020,I067,8,1,7,unseen
R020,I065,9,4,7,unseen
R020,I110,6,2,7,neutral
R020,I045,7,2,7,unseen
R020,I138,3,2,7,disliked
R020,I041,6,4,7,neutral
R020,I017,0,0,7,liked
R020,I047,8,0,7,unseen
R020,I179,3,1,7,liked
R020,I007,0,3,7,neutral
R020,I158,0,4,7,disliked
R020,I046,6,0,7,liked
R020,I104,7,1,7,unseen
R020,I106,2,4,7,neutral
R020,I079,9,1,7,unseen
R020,I087,2,3,7,liked
R020,I169,9,0,7,unseen
R020,I033,3,0,7,neutral
R020,I072,4,4,7,neutral
R020,I089,4,0,7,liked
R020,I040,5,0,7,disliked
R020,I135,1,1,7,neutral
R020,I050,5,3,7,liked
R020,I175,5,1,7,neutral
R020,I171,4,1,7,disliked
R020,I189,0,2,7,liked
R020,I084,4,2,7,liked
R020,I112,8,4,7,unseen
R020,I020,2,0,7,liked
R020,I023,7,3,7,unseen
R020,I011,3,3,7,liked
R020,I085,5,2,7,neutral
R020,I064,8,3,7,unseen
R020,I028,1,2,7,disliked
R020,I181,7,4,7,unseen
R020,I105,9,2,7,unseen
R020,I168,0,1,7,liked
R020,I184,6,3,7,liked
R020,I059,2,2,7,liked
R020,I159,2,1,7,disliked
R020,I070,4,3,7,neutral
R020,I186,1,3,7,liked
R020,I071,7,0,7,unseen
R020,I083,9,3,7,unseen
R020,I190,5,4,7,neutral
R020,I084,,,7,chosen
R021,I101,5,0,4,unseen
R021,I003,1,1,4,neutral
R021,I119,0,2,4,liked
R021,I114,2,2,4,disliked
R021,I043,7,4,4,unseen
R021,I129,2,1,4,neutral
R021,I058,8,2,4,unseen
R021,I191,1,3,4,neutral
R021,I169,6,3,4,unseen
R021,I183,3,1,4,liked
R021,I099,8,0,4,unseen
R021,I112,9,4,4,unseen
R021,I135,0,0,4,disliked
R021,I049,3,0,4,liked
R021,I171,0,3,4,disliked
R021,I008,3,3,4,neutral
R021,I086,8,1,4,unseen
R021,I014,6,1,4,unseen
R021,I149,1,0,4,disliked
R021,I193,1,4,4,disliked
R021,I103,6,4,4,unseen
R021,I094,9,1,4,unseen
R021,I080,2,4,4,neutral
R021,I100,0,1,4,liked
R021,I097,5,4,4,unseen
R021,I047,6,0,4,unseen
R021,I173,4,2,4,unseen
R021,I159,3,2,4,disliked
R021,I113,4,4,4,unseen
R021,I063,2,0,4,liked
R021,I069,9,3,4,unseen
R021,I054,2,3,4,liked
R021,I056,7,3,4,unseen
R021,I089,3,4,4,neutral
R021,I031,9,0,4,unseen
R021,I139,0,4,4,neutral
R021,I121,7,0,4,unseen
R021,I028,1,2,4,liked
R021,I076,4,3,4,unseen
R021,I037,5,2,4,unseen
R021,I134,5,1,4,unseen
R021,I143,8,3,4,unseen
R021,I180,7,2,4,unseen
R021,I017,5,3,4,unseen
R021,I190,4,0,4,unseen
R021,I066,4,1,4,unseen
R021,I189,9,2,4,unseen
R021,I074,6,2,4,unseen
R021,I057,7,1,4,unseen
R021,I172,8,4,4,unseen
R021,I100,,,4,chosen
R022,I024,0,4,9,liked
R022,I176,6,0,9,disliked
R022,I076,1,2,9,liked
R022,I165,0,0,9,disliked
R022,I077,9,0,9,unseen
R022,I017,4,4,9,disliked
R022,I005,2,4,9,neutral
R022,I108,1,1,9,liked
R022,I106,7,4,9,neutral
R022,I064,0,3,9,neutral
R022,I112,3,3,9,neutral
R022,I087,7,1,9,liked
R022,I155,4,0,9,neutral
R022,I069,8,0,9,disliked
R022,I053,4,3,9,neutral
R022,I097,6,1,9,liked
R022,I181,2,2,9,disliked
R022,I052,3,0,9,liked
R022,I011,0,2,9,neutral
R022,I007,5,0,9,disliked
R022,I113,9,4,9,unseen
R022,I166,0,1,9,neutral
R022,I145,3,1,9,neutral
R022,I048,5,2,9,liked
R022,I118,9,2,9,unseen
R022,I084,2,0,9,neutral
R022,I073,6,3,9,neutral
R022,I192,3,4,9,neutral
R022,I037,2,1,9,liked
R022,I047,9,1,9,unseen
R022,I018,4,2,9,neutral
R022,I198,7,0,9,neutral
R022,I156,1,3,9,disliked
R022,I131,6,4,9,liked
R022,I180,1,0,9,disliked
R022,I009,7,3,9,liked
R022,I039,5,3,9,neutral
R022,I139,5,1,9,neutral
R022,I098,8,4,9,liked
R022,I130,3,2,9,neutral
R022,I109,8,1,9,disliked
R022,I168,8,2,9,neutral
R022,I163,5,4,9,neutral
R022,I169,7,2,9,liked
R022,I123,2,3,9,neutral
R022,I117,9,3,9,unseen
R022,I189,8,3,9,disliked
R022,I001,4,1,9,neutral
R022,I124,1,4,9,liked
R022,I183,6,2,9,disliked
R022,I098,,,9,chosen
R023,I017,5,0,10,neutral
R023,I173,6,0,10,neutral
R023,I181,6,3,10,liked
R023,I153,2,1,10,liked
R023,I163,9,1,10,neutral
R023,I166,1,3,10,liked
R023,I033,4,0,10,neutral
R023,I174,2,0,10,liked
R023,I038,4,2,10,disliked
R023,I187,6,1,10,liked
R023,I154,6,4,10,liked
R023,I119,8,0,10,neutral
R023,I135,2,4,10,neutral
R023,I168,0,3,10,neutral
R023,I086,3,4,10,liked
R023,I066,7,2,10,liked
R023,I054,7,1,10,neutral
R023,I058,1,2,10,disliked
R023,I022,0,2,10,neutral
R023,I142,7,3,10,liked
R023,I167,4,3,10,liked
R023,I146,5,2,10,liked
R023,I018,8,1,10,neutral
R023,I143,1,4,10,neutral
R023,I138,3,1,10,neutral
R023,I094,4,1,10,neutral
R023,I186,0,1,10,neutral
R023,I079,0,4,10,neutral
R023,I170,6,2,10,liked
R023,I104,7,4,10,liked
R023,I027,2,3,10,liked
R023,I060,5,1,10,neutral
R023,I012,5,4,10,neutral
R023,I160,4,4,10,liked
R023,I128,7,0,10,liked
R023,I152,9,0,10,liked
R023,I055,8,3,10,disliked
R023,I110,3,0,10,liked
R023,I085,3,3,10,disliked
R023,I051,9,3,10,liked
R023,I180,3,2,10,disliked
R023,I084,8,2,10,disliked
R023,I121,5,3,10,disliked
R023,I030,2,2,10,neutral
R023,I013,0,0,10,liked
R023,I192,1,0,10,liked
R023,I116,8,4,10,liked
R023,I133,9,2,10,disliked
R023,I156,9,4,10,neutral
R023,I061,1,1,10,liked
R023,I181,,,10,chosen
R024,I105,4,2,10,liked
R024,I182,3,4,10,liked
R024,I194,6,4,10,liked
R024,I106,5,1,10,liked
R024,I126,0,4,10,liked
R024,I095,1,0,10,liked
R024,I063,9,4,10,liked
R024,I137,3,0,10,liked
R024,I184,0,3,10,liked
R024,I180,6,1,10,liked
R024,I072,8,3,10,neutral
R024,I186,2,1,10,neutral
R024,I146,8,1,10,liked
R024,I081,9,3,10,neutral
R024,I057,8,0,10,neutral
R024,I179,6,0,10,disliked
R024,I003,7,3,10,disliked
R024,I193,3,3,10,neutral
R024,I113,6,3,10,neutral
R024,I104,8,2,10,liked
R024,I071,8,4,10,liked
R024,I147,7,0,10,liked
R024,I088,2,3,10,disliked
R024,I102,0,2,10,liked
R024,I054,9,0,10,liked
R024,I117,2,2,10,liked
R024,I188,1,2,10,neutral
R024,I018,4,4,10,neutral
R024,I087,7,1,10,disliked
R024,I200,9,2,10,liked
R024,I022,9,1,10,liked
R024,I197,0,0,10,liked
R024,I163,3,2,10,neutral
R024,I013,4,0,10,neutral
R024,I042,1,1,10,neutral
R024,I020,0,1,10,neutral
R024,I187,4,3,10,liked
R024,I109,1,3,10,neutral
R024,I160,4,1,10,liked
R024,I170,3,1,10,neutral
R024,I198,7,4,10,neutral
R024,I116,7,2,10,liked
R024,I099,2,4,10,liked
R024,I026,5,4,10,liked
R024,I067,5,0,10,liked
R024,I169,1,4,10,disliked
R024,I178,5,3,10,disliked
R024,I131,5,2,10,liked
R024,I056,6,2,10,disliked
R024,I008,2,0,10,liked
R024,I126,,,10,chosen
R025,I077,7,4,4,unseen
R025,I137,1,4,4,disliked
R025,I161,1,3,4,liked
R025,I162,4,3,4,unseen
R025,I011,5,0,4,unseen
R025,I050,7,0,4,unseen
R025,I053,9,3,4,unseen
R025,I031,8,1,4,unseen
R025,I026,4,1,4,unseen
R025,I151,0,2,4,neutral
R025,I083,5,1,4,unseen
R025,I030,4,4,4,unseen
R025,I098,8,4,4,unseen
R025,I087,8,0,4,unseen
R025,I100,9,2,4,unseen
R025,I133,0,1,4,liked
R025,I038,2,2,4,disliked
R025,I165,2,4,4,disliked
R025,I093,8,2,4,unseen
R025,I008,6,3,4,unseen
R025,I060,3,2,4,disliked
R025,I159,0,3,4,disliked
R025,I018,4,2,4,unseen
R025,I045,2,3,4,disliked
R025,I061,3,4,4,neutral
R025,I086,7,1,4,unseen
R025,I015,2,0,4,liked
R025,I156,7,2,4,unseen
R025,I122,1,0,4,neutral
R025,I135,6,2,4,unseen
R025,I006,7,3,4,unseen
R025,I034,6,4,4,unseen
R025,I175,2,1,4,liked
R025,I056,4,0,4,unseen
R025,I199,0,4,4,liked
R025,I114,5,2,4,unseen
R025,I158,3,3,4,neutral
R025,I020,6,0,4,unseen
R025,I196,6,1,4,unseen
R025,I072,9,4,4,unseen
R025,I036,9,1,4,unseen
R025,I040,9,0,4,unseen
R025,I014,5,3,4,unseen
R025,I085,0,0,4,liked
R025,I169,1,1,4,liked
R025,I128,1,2,4,liked
R025,I029,5,4,4,unseen
R025,I145,3,1,4,liked
R025,I171,8,3,4,unseen
R025,I071,3,0,4,neutral
R025,I133,,,4,chosen
R026,I148,0,4,7,liked
R026,I066,3,1,7,liked
R026,I145,8,1,7,unseen
R026,I109,1,1,7,disliked
R026,I061,3,2,7,neutral
R026,I151,1,3,7,liked
R026,I011,1,0,7,liked
R026,I004,5,0,7,liked
R026,I043,3,0,7,liked
R026,I044,4,1,7,liked
R026,I077,6,0,7,neutral
R026,I021,4,3,7,neutral
R026,I150,8,0,7,unseen
R026,I059,2,2,7,neutral
R026,I195,0,3,7,disliked
R026,I087,3,4,7,liked
R026,I072,5,4,7,disliked
R026,I023,6,2,7,liked
R026,I101,5,1,7,liked
R026,I154,4,2,7,neutral
R026,I192,0,0,7,disliked
R026,I102,7,1,7,unseen
R026,I089,2,4,7,neutral
R026,I098,7,4,7,unseen
R026,I036,6,4,7,disliked
R026,I022,9,2,7,unseen
R026,I159,1,2,7,neutral
R026,I197,1,4,7,neutral
R026,I095,6,1,7,neutral
R026,I055,3,3,7,liked
R026,I073,6,3,7,neutral
R026,I147,8,4,7,unseen
R026,I132,5,2,7,liked
R026,I175,2,3,7,neutral
R026,I029,7,0,7,unseen
R026,I048,7,2,7,unseen
R026,I002,2,0,7,liked
R026,I134,5,3,7,liked
R026,I020,9,4,7,unseen
R026,I169,0,2,7,disliked
R026,I165,4,0,7,liked
R026,I115,2,1,7,neutral
R026,I091,4,4,7,liked
R026,I126,0,1,7,liked
R026,I052,9,3,7,unseen
R026,I018,9,0,7,unseen
R026,I171,7,3,7,unseen
R026,I174,8,3,7,unseen
R026,I196,9,1,7,unseen
R026,I152,8,2,7,unseen
R026,I165,,,7,chosen
R027,I065,9,0,8,unseen
R027,I109,3,3,8,neutral
R027,I048,7,0,8,disliked
R027,I102,8,0,8,unseen
R027,I129,8,1,8,unseen
R027,I144,5,3,8,liked
R027,I082,7,4,8,liked
R027,I075,0,1,8,liked
R027,I087,9,1,8,unseen
R027,I195,3,0,8,liked
R027,I152,8,2,8,unseen
R027,I023,4,2,8,liked
R027,I188,0,2,8,neutral
R027,I177,8,4,8,unseen
R027,I166,4,4,8,liked
R027,I073,9,2,8,unseen
R027,I159,5,1,8,neutral
R027,I117,6,0,8,liked
R027,I003,7,3,8,neutral
R027,I150,2,2,8,disliked
R027,I157,0,3,8,neutral
R027,I046,2,1,8,liked
R027,I093,1,3,8,liked
R027,I105,5,0,8,liked
R027,I015,4,0,8,disliked
R027,I196,6,4,8,liked
R027,I094,6,3,8,neutral
R027,I187,3,1,8,liked
R027,I182,1,2,8,liked
R027,I092,5,2,8,disliked
R027,I060,2,0,8,liked
R027,I027,1,0,8,neutral
R027,I172,4,3,8,neutral
R027,I170,9,4,8,unseen
R027,I154,1,1,8,liked
R027,I142,7,1,8,liked
R027,I038,2,4,8,liked
R027,I199,9,3,8,unseen
R027,I173,8,3,8,unseen
R027,I190,3,2,8,liked
R027,I064,5,4,8,neutral
R027,I165,2,3,8,liked
R027,I049,1,4,8,liked
R027,I004,6,2,8,neutral
R027,I181,3,4,8,liked
R027,I160,7,2,8,liked
R027,I135,0,4,8,neutral
R027,I138,0,0,8,neutral
R027,I044,6,1,8,disliked
R027,I025,4,1,8,liked
R027,I160,,,8,chosen
R028,I042,9,4,10,neutral
R028,I168,3,3,10,liked
R028,I139,9,1,10,liked
R028,I175,6,3,10,disliked
R028,I015,0,1,10,neutral
R028,I103,4,2,10,neutral
R028,I174,8,3,10,liked
R028,I183,5,2,10,liked
R028,I010,6,2,10,neutral
R028,I187,2,4,10,disliked
R028,I080,5,1,10,liked
R028,I136,5,3,10,disliked
R028,I077,4,0,10,neutral
R028,I118,2,0,10,liked
R028,I012,8,4,10,neutral
R028,I071,1,0,10,liked
R028,I119,6,4,10,liked
R028,I130,4,3,10,neutral
R028,I104,6,1,10,liked
R028,I137,8,1,10,neutral
R028,I180,2,3,10,liked
R028,I196,6,0,10,liked
R028,I148,0,3,10,disliked
R028,I023,2,2,10,liked
R028,I003,5,4,10,neutral
R028,I049,2,1,10,liked
R028,I041,1,1,10,neutral
R028,I115,1,2,10,liked
R028,I017,8,2,10,neutral
R028,I142,7,4,10,liked
R028,I120,8,0,10,disliked
R028,I076,7,3,10,neutral
R028,I045,1,3,10,neutral
R028,I105,5,0,10,liked
R028,I064,9,3,10,neutral
R028,I057,7,1,10,disliked
R028,I072,3,0,10,neutral
R028,I158,0,2,10,neutral
R028,I084,4,1,10,liked
R028,I165,7,2,10,liked
R028,I101,1,4,10,neutral
R028,I019,3,1,10,neutral
R028,I155,4,4,10,liked
R028,I029,3,4,10,liked
R028,I153,0,4,10,disliked
R028,I110,3,2,10,liked
R028,I039,9,0,10,liked
R028,I109,7,0,10,disliked
R028,I149,0,0,10,disliked
R028,I166,9,2,10,neutral
R028,I168,,,10,chosen
R029,I061,5,3,10,disliked
R029,I177,2,0,10,liked
R029,I169,6,3,10,neutral
R029,I037,6,4,10,neutral
R029,I101,3,4,10,neutral
R029,I075,4,3,10,disliked
R029,I182,0,2,10,liked
R029,I076,1,3,10,neutral
R029,I078,6,2,10,neutral
R029,I088,9,3,10,neutral
R029,I031,3,3,10,neutral
R029,I032,1,4,10,neutral
R029,I166,1,0,10,neutral
R029,I091,7,4,10,disliked
R029,I200,2,3,10,disliked
R029,I106,8,1,10,liked
R029,I062,2,1,10,disliked
R029,I155,7,1,10,disliked
R029,I023,2,2,10,liked
R029,I034,0,1,10,disliked
R029,I092,7,3,10,liked
R029,I187,3,1,10,liked
R029,I011,9,1,10,liked
R029,I005,8,4,10,liked
R029,I004,0,3,10,disliked
R029,I129,1,1,10,neutral
R029,I072,3,2,10,liked
R029,I189,8,2,10,liked
R029,I167,6,1,10,liked
R029,I122,7,0,10,neutral
R029,I013,3,0,10,disliked
R029,I113,7,2,10,liked
R029,I144,6,0,10,liked
R029,I140,9,2,10,liked
R029,I128,9,4,10,neutral
R029,I100,4,4,10,neutral
R029,I158,4,1,10,neutral
R029,I033,1,2,10,liked
R029,I132,2,4,10,liked
R029,I120,0,4,10,neutral
R029,I028,5,0,10,liked
R029,I142,8,0,10,liked
R029,I176,9,0,10,neutral
R029,I097,4,2,10,liked
R029,I196,5,4,10,neutral
R029,I195,5,1,10,liked
R029,I051,8,3,10,liked
R029,I131,4,0,10,disliked
R029,I022,0,0,10,liked
R029,I086,5,2,10,liked
R029,I195,,,10,chosen
R030,I017,8,2,7,unseen
R030,I047,5,1,7,disliked
R030,I170,8,4,7,unseen
R030,I109,4,1,7,neutral
R030,I165,0,4,7,liked
R030,I115,7,1,7,unseen
R030,I072,6,0,7,liked
R030,I092,6,2,7,disliked
R030,I054,8,1,7,unseen
R030,I105,5,3,7,liked
R030,I190,1,0,7,liked
R030,I184,5,4,7,liked
R030,I150,6,3,7,disliked
R030,I104,8,3,7,unseen
R030,I033,9,0,7,unseen
R030,I018,7,4,7,unseen
R030,I044,7,3,7,unseen
R030,I181,2,4,7,liked
R030,I093,3,3,7,liked
R030,I081,5,0,7,disliked
R030,I032,0,2,7,disliked
R030,I199,6,4,7,disliked
R030,I016,3,2,7,disliked
R030,I002,2,1,7,liked
R030,I169,3,0,7,disliked
R030,I026,9,3,7,unseen
R030,I019,0,1,7,neutral
R030,I197,2,3,7,liked
R030,I147,1,4,7,neutral
R030,I085,3,1,7,disliked
R030,I118,2,0,7,liked
R030,I196,4,4,7,neutral
R030,I164,8,0,7,unseen
R030,I126,6,1,7,liked
R030,I021,7,0,7,unseen
R030,I083,4,3,7,neutral
R030,I028,9,1,7,unseen
R030,I189,5,2,7,liked
R030,I082,4,0,7,liked
R030,I176,1,1,7,liked
R030,I070,2,2,7,disliked
R030,I167,1,3,7,neutral
R030,I134,0,3,7,disliked
R030,I135,4,2,7,disliked
R030,I131,7,2,7,unseen
R030,I025,1,2,7,neutral
R030,I077,9,2,7,unseen
R030,I185,9,4,7,unseen
R030,I192,0,0,7,disliked
R030,I191,3,4,7,neutral
R030,I165,,,7,chosen
R031,I086,8,1,5,unseen
R031,I041,2,2,5,liked
R031,I151,5,1,5,unseen
R031,I085,8,0,5,unseen
R031,I119,8,2,5,unseen
R031,I154,0,2,5,liked
R031,I124,2,4,5,liked
R031,I144,4,2,5,liked
R031,I076,0,3,5,liked
R031,I116,7,0,5,unseen
R031,I033,3,3,5,neutral
R031,I005,6,2,5,unseen
R031,I040,3,4,5,liked
R031,I171,1,2,5,neutral
R031,I189,1,4,5,disliked
R031,I191,4,3,5,disliked
R031,I166,1,3,5,disliked
R031,I089,2,1,5,neutral
R031,I150,0,0,5,liked
R031,I175,5,2,5,unseen
R031,I199,5,4,5,unseen
R031,I077,7,4,5,unseen
R031,I100,1,0,5,disliked
R031,I145,9,3,5,unseen
R031,I053,3,2,5,disliked
R031,I147,7,3,5,unseen
R031,I009,5,0,5,unseen
R031,I185,4,1,5,liked
R031,I146,4,0,5,neutral
R031,I039,7,2,5,unseen
R031,I059,4,4,5,liked
R031,I115,6,1,5,unseen
R031,I034,5,3,5,unseen
R031,I190,9,2,5,unseen
R031,I043,6,3,5,unseen
R031,I170,8,4,5,unseen
R031,I056,6,0,5,unseen
R031,I015,9,4,5,unseen
R031,I122,7,1,5,unseen
R031,I080,9,0,5,unseen
R031,I097,0,4,5,disliked
R031,I084,8,3,5,unseen
R031,I011,0,1,5,neutral
R031,I123,1,1,5,neutral
R031,I014,2,3,5,liked
R031,I067,9,1,5,unseen
R031,I028,3,1,5,liked
R031,I008,3,0,5,liked
R031,I179,6,4,5,unseen
R031,I109,2,0,5,liked
R031,I076,,,5,chosen
R032,I120,1,3,10,neutral
R032,I060,8,3,10,neutral
R032,I027,2,3,10,disliked
R032,I153,4,0,10,neutral
R032,I075,2,1,10,liked
R032,I021,1,1,10,liked
R032,I031,5,4,10,disliked
R032,I136,8,0,10,neutral
R032,I033,8,1,10,liked
R032,I070,5,2,10,liked
R032,I191,2,0,10,disliked
R032,I197,6,4,10,liked
R032,I130,7,3,10,neutral
R032,I095,4,2,10,neutral
R032,I057,4,4,10,liked
R032,I055,7,4,10,liked
R032,I163,8,2,10,neutral
R032,I171,7,2,10,disliked
R032,I135,1,4,10,liked
R032,I116,9,1,10,liked
R032,I101,9,0,10,neutral
R032,I186,9,2,10,neutral
R032,I066,6,3,10,neutral
R032,I046,9,4,10,neutral
R032,I161,3,0,10,neutral
R032,I016,4,3,10,liked
R032,I071,4,1,10,disliked
R032,I051,1,0,10,liked
R032,I001,3,2,10,neutral
R032,I200,9,3,10,disliked
R032,I192,3,3,10,neutral
R032,I014,8,4,10,neutral
R032,I145,5,3,10,disliked
R032,I183,0,4,10,neutral
R032,I047,1,2,10,neutral
R032,I179,2,4,10,neutral
R032,I024,5,0,10,liked
R032,I039,0,2,10,neutral
R032,I061,7,1,10,liked
R032,I193,0,1,10,liked
R032,I106,6,2,10,neutral
R032,I125,7,0,10,liked
R032,I187,0,3,10,liked
R032,I062,3,1,10,disliked
R032,I077,5,1,10,neutral
R032,I131,2,2,10,neutral
R032,I184,6,1,10,liked
R032,I088,6,0,10,disliked
R032,I065,0,0,10,disliked
R032,I058,3,4,10,neutral
R032,I070,,,10,chosen
R033,I128,1,0,6,neutral
R033,I066,5,1,6,liked
R033,I084,8,1,6,unseen
R033,I005,9,2,6,unseen
R033,I033,9,4,6,unseen
R033,I169,1,2,6,neutral
R033,I007,3,1,6,neutral
R033,I132,5,3,6,liked
R033,I030,6,4,6,unseen
R033,I150,2,2,6,liked
R033,I069,3,0,6,liked
R033,I037,6,1,6,unseen
R033,I120,8,2,6,unseen
R033,I108,0,3,6,liked
R033,I086,7,0,6,unseen
R033,I197,4,2,6,liked
R033,I168,2,3,6,neutral
R033,I055,8,3,6,unseen
R033,I025,8,0,6,unseen
R033,I131,0,2,6,neutral
R033,I126,2,0,6,liked
R033,I049,2,4,6,liked
R033,I013,4,0,6,neutral
R033,I044,5,4,6,neutral
R033,I149,8,4,6,unseen
R033,I184,6,2,6,unseen
R033,I046,7,2,6,unseen
R033,I048,7,4,6,unseen
R033,I157,6,3,6,unseen
R033,I190,4,3,6,disliked
R033,I109,6,0,6,unseen
R033,I039,0,4,6,neutral
R033,I056,1,4,6,neutral
R033,I133,9,3,6,unseen
R033,I035,9,0,6,unseen
R033,I068,2,1,6,neutral
R033,I076,5,2,6,liked
R033,I121,1,1,6,neutral
R033,I002,0,1,6,neutral
R033,I032,3,4,6,liked
R033,I181,7,3,6,unseen
R033,I072,4,1,6,neutral
R033,I138,5,0,6,neutral
R033,I102,3,2,6,liked
R033,I143,9,1,6,unseen
R033,I177,3,3,6,liked
R033,I114,1,3,6,liked
R033,I080,7,1,6,unseen
R033,I123,0,0,6,neutral
R033,I178,4,4,6,liked
R033,I150,,,6,chosen
R034,I130,4,3,7,neutral
R034,I003,9,4,7,unseen
R034,I108,6,3,7,liked
R034,I188,3,3,7,liked
R034,I149,1,0,7,neutral
R034,I054,1,2,7,liked
R034,I036,8,4,7,unseen
R034,I095,6,1,7,neutral
R034,I150,5,4,7,liked
R034,I088,9,3,7,unseen
R034,I194,6,2,7,disliked
R034,I138,9,0,7,unseen
R034,I161,9,1,7,unseen
R034,I006,5,2,7,disliked
R034,I142,3,4,7,neutral
R034,I090,5,3,7,liked
R034,I140,3,2,7,liked
R034,I043,0,2,7,neutral
R034,I051,3,0,7,neutral
R034,I170,5,0,7,liked
R034,I181,6,0,7,neutral
R034,I061,0,0,7,neutral
R034,I117,1,1,7,liked
R034,I180,4,4,7,liked
R034,I136,4,0,7,liked
R034,I055,8,1,7,unseen
R034,I198,4,2,7,liked
R034,I158,2,2,7,liked
R034,I071,8,0,7,unseen
R034,I013,9,2,7,unseen
R034,I103,7,1,7,unseen
R034,I192,7,4,7,unseen
R034,I080,7,3,7,unseen
R034,I172,2,1,7,neutral
R034,I068,3,1,7,neutral
R034,I072,7,0,7,unseen
R034,I019,2,0,7,neutral
R034,I173,6,4,7,disliked
R034,I065,7,2,7,unseen
R034,I182,0,1,7,liked
R034,I177,0,4,7,disliked
R034,I097,4,1,7,liked
R034,I118,1,3,7,disliked
R034,I110,2,4,7,liked
R034,I017,2,3,7,neutral
R034,I030,5,1,7,liked
R034,I007,8,3,7,unseen
R034,I189,8,2,7,unseen
R034,I056,0,3,7,liked
R034,I165,1,4,7,disliked
R034,I180,,,7,chosen
R035,I147,1,0,8,liked
R035,I110,1,2,8,liked
R035,I195,2,4,8,liked
R035,I128,0,0,8,neutral
R035,I099,7,2,8,liked
R035,I160,7,1,8,liked
R035,I021,0,4,8,neutral
R035,I184,0,2,8,disliked
R035,I055,6,3,8,liked
R035,I129,8,0,8,unseen
R035,I153,3,2,8,liked
R035,I197,3,0,8,liked
R035,I119,4,0,8,liked
R035,I185,0,3,8,disliked
R035,I034,5,1,8,disliked
R035,I180,8,2,8,unseen
R035,I154,5,2,8,neutral
R035,I144,4,4,8,liked
R035,I048,0,1,8,disliked
R035,I130,2,3,8,liked
R035,I009,9,3,8,unseen
R035,I166,9,0,8,unseen
R035,I004,2,0,8,liked
R035,I107,9,2,8,unseen
R035,I066,6,0,8,disliked
R035,I040,5,3,8,liked
R035,I169,4,3,8,liked
R035,I041,1,1,8,neutral
R035,I020,2,2,8,disliked
R035,I060,4,2,8,neutral
R035,I106,6,4,8,liked
R035,I163,5,4,8,liked
R035,I190,4,1,8,liked
R035,I187,3,1,8,disliked
R035,I044,8,1,8,unseen
R035,I006,7,0,8,disliked
R035,I134,7,3,8,liked
R035,I181,9,1,8,unseen
R035,I111,6,2,8,disliked
R035,I103,7,4,8,liked
R035,I174,3,3,8,liked
R035,I013,3,4,8,neutral
R035,I121,1,3,8,liked
R035,I170,6,1,8,disliked
R035,I007,8,4,8,unseen
R035,I045,9,4,8,unseen
R035,I071,5,0,8,disliked
R035,I027,8,3,8,unseen
R035,I002,2,1,8,disliked
R035,I188,1,4,8,disliked
